customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,days_to_deliver,time_to_deliver,month,year,week,weekD,active
312,Gavra Wheowall,Male,74,80 Benjamin CircleSuite 217,7203,East Harrybury,New South Wales,Australia,,,,,,,,,,,No
313,Courtnay Cornewell,Agender,24,533 Archie StreetApt. 007,985,South Pipermouth,South Australia,Australia,256.0,15452.0,2021-08-09,2021-08-12,3.0,72.00000000000001,8.0,2021.0,32,Mon,Yes
314,Goddart Glusby,Non-binary,56,350 Dietrich RunSuite 632,9642,East Sophia,Victoria,Australia,,,,,,,,,,,No
315,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,177.0,11314.0,2021-08-20,2021-09-01,12.0,288.00000000000006,8.0,2021.0,33,Fri,Yes
316,Sadella Goodsall,Genderqueer,67,49 Klein DriveSuite 199,7784,Christopherside,Northern Territory,Australia,975.0,28211.0,2021-01-18,2021-01-30,12.0,288.00000000000006,1.0,2021.0,3,Mon,Yes
317,Gates Torrance,Male,48,26 Willow CourtApt. 822,9997,Miafort,Australian Capital Territory,Australia,260.0,56068.0,2021-07-13,2021-07-25,12.0,288.00000000000006,7.0,2021.0,28,Tue,Yes
318,Glyn Tieman,Polygender,63,37 White Station StApt. 524,1823,Georgiatown,Western Australia,Australia,325.0,18010.0,2021-05-11,2021-05-28,17.0,408.0,5.0,2021.0,19,Tue,Yes
319,Royall Lowrie,Genderfluid,49,208 Connor CircuitSuite 244,5245,Coleshire,Tasmania,Australia,,,,,,,,,,,No
320,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,152.0,24866.0,2021-03-09,2021-03-12,3.0,72.00000000000001,3.0,2021.0,10,Tue,Yes
321,Jena Kelling,Female,44,52 Savannah LaneApt. 519,6724,Kaihaven,New South Wales,Australia,125.0,29600.0,2021-10-22,2021-11-03,12.0,288.00000000000006,10.0,2021.0,42,Fri,Yes
322,Jacynth Stillmann,Genderfluid,30,593 Becker CircleApt. 333,1640,Jacobiview,Western Australia,Australia,,,,,,,,,,,No
323,Ellerey Kaesmakers,Genderfluid,40,56 Marcus SquareSuite 361,7986,South Jayden,South Australia,Australia,804.0,18090.0,2021-04-10,2021-04-21,11.0,264.00000000000006,4.0,2021.0,14,Sat,Yes
324,Fredrick Cleynman,Agender,39,53 Huel WaySuite 523,7488,Mikaylaburgh,Northern Territory,Australia,,,,,,,,,,,No
325,Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia,87.0,32961.0,2021-06-20,2021-07-16,26.0,624.0,6.0,2021.0,24,Sun,Yes
326,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,126.0,29536.0,2021-01-31,2021-02-20,20.0,480.0,1.0,2021.0,4,Sun,Yes
327,Lynda Seydlitz,Non-binary,71,246 Waters CrescentSuite 947,3310,Port Marcusshire,Western Australia,Australia,634.0,35370.0,2021-10-13,2021-10-23,10.0,240.0,10.0,2021.0,41,Wed,Yes
328,Wadsworth Olivier,Non-binary,59,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,238.0,59828.0,2021-03-17,2021-03-27,10.0,240.0,3.0,2021.0,11,Wed,Yes
329,Valery Pache,Polygender,53,3203 Jackson TerraceSuite 580,5466,South Claudialand,Western Australia,Australia,275.0,17666.0,2021-01-05,2021-01-15,10.0,240.0,1.0,2021.0,1,Tue,Yes
330,Barclay Kinsella,Male,47,698 Doyle RoadSuite 219,6913,Lincolnbury,Victoria,Australia,551.0,51823.0,2021-09-16,2021-09-18,2.0,48.0,9.0,2021.0,37,Thu,Yes
331,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,138.0,50666.0,2021-02-05,2021-02-10,5.0,120.0,2.0,2021.0,5,Fri,Yes
332,Carla Walework,Male,75,011 Hamilton PlaceSuite 215,5702,East George,Northern Territory,Australia,58.0,42861.0,2021-02-02,2021-02-10,8.0,192.0,2.0,2021.0,5,Tue,Yes
333,Con Pressdee,Non-binary,57,2797 Corkery KnollApt. 001,2571,West Marcus,South Australia,Australia,655.0,36298.0,2021-05-25,2021-06-06,12.0,288.00000000000006,5.0,2021.0,21,Tue,Yes
334,Udale Ripping,Agender,68,313 O'hara Estate DrSuite 414,8108,New Alyssa,Queensland,Australia,366.0,43210.0,2021-07-15,2021-07-30,15.0,360.0,7.0,2021.0,28,Thu,Yes
335,Van Winley,Male,76,7443 Bayer RidgeSuite 024,5888,Lake George,Australian Capital Territory,Australia,,,,,,,,,,,No
336,Julian Sponer,Male,35,745 Jack CourtApt. 737,3647,Port Madison,Australian Capital Territory,Australia,49.0,24219.0,2021-01-22,2021-02-13,22.0,528.0000000000001,1.0,2021.0,3,Fri,Yes
337,Milton Otson,Non-binary,78,88 Olson GroveApt. 120,2631,Cooperbury,Western Australia,Australia,292.0,36699.0,2021-03-26,2021-04-04,9.0,216.0,3.0,2021.0,12,Fri,Yes
338,Eve Stutard,Female,75,899 Lynch LaneSuite 349,2652,Monahanberg,New South Wales,Australia,831.0,17700.0,2021-08-04,2021-08-20,16.0,384.0,8.0,2021.0,31,Wed,Yes
339,Haslett Nodes,Non-binary,59,794 Grady LoopSuite 784,2498,Lake Maddison,Queensland,Australia,,,,,,,,,,,No
340,Jarrid Coston,Genderfluid,24,8903 Ava PassSuite 089,5229,Corkeryshire,Northern Territory,Australia,,,,,,,,,,,No
341,Cherlyn Asmus,Female,34,003 Bruen DriveApt. 633,6522,Jasmineville,Victoria,Australia,337.0,49047.0,2021-08-02,2021-08-04,2.0,48.0,8.0,2021.0,31,Mon,Yes
342,Tymothy Linsay,Genderqueer,45,38 Charli SquareSuite 502,2900,Barrowschester,Victoria,Australia,867.0,42248.0,2021-03-23,2021-04-07,15.0,360.0,3.0,2021.0,12,Tue,Yes
343,Violet Alwen,Non-binary,47,339 Hermann ParadeSuite 489,5805,Lake Charli,Northern Territory,Australia,528.0,56020.0,2021-09-16,2021-10-07,21.0,504.0,9.0,2021.0,37,Thu,Yes
344,Archaimbaud Barnewelle,Bigender,68,2348 Zac LaneApt. 953,6043,Jacobsstad,South Australia,Australia,,,,,,,,,,,No
345,Merrielle Piken,Genderqueer,62,9182 Hermann MallApt. 890,799,Audreyfurt,Victoria,Australia,996.0,37843.0,2021-01-13,2021-02-02,20.0,480.0,1.0,2021.0,2,Wed,Yes
346,Kerianne Parris,Genderqueer,40,59 Bergstrom GroveSuite 260,6060,Olsonbury,Northern Territory,Australia,997.0,53831.0,2021-01-18,2021-01-31,13.0,312.0,1.0,2021.0,3,Mon,Yes
347,Lyn Bouts,Female,20,16 Maddison MewsSuite 093,1435,Levihaven,Victoria,Australia,544.0,14706.0,2021-03-05,2021-03-14,9.0,216.0,3.0,2021.0,9,Fri,Yes
348,Thorny Nornable,Genderqueer,76,4070 Nathan CircuitSuite 296,1840,Rubyfort,Tasmania,Australia,310.0,18372.0,2021-04-25,2021-05-15,20.0,480.0,4.0,2021.0,16,Sun,Yes
349,Ronda Badby,Agender,34,807 Howe MallApt. 230,6097,Port Alexandertown,Australian Capital Territory,Australia,,,,,,,,,,,No
350,Dani Hawtin,Bigender,23,41 Brown Estate DrSuite 039,4913,North Alex,Victoria,Australia,891.0,36118.0,2021-08-12,2021-08-14,2.0,48.0,8.0,2021.0,32,Thu,Yes
351,Alfonso Locket,Bigender,23,21 Grant AvenueApt. 491,3927,South Eliza,Victoria,Australia,,,,,,,,,,,No
352,Justin Marden,Bigender,31,813 O'reilly View RdSuite 466,4432,Port Ashtonhaven,Queensland,Australia,495.0,41706.0,2021-08-10,2021-08-19,9.0,216.0,8.0,2021.0,32,Tue,Yes
353,Lurette McKay,Male,22,1800 George RoadSuite 097,9711,Stantonton,Queensland,Australia,,,,,,,,,,,No
354,Sula Shepherd,Polygender,57,91 Tyler RunSuite 243,959,Nateville,Victoria,Australia,,,,,,,,,,,No
355,Sherwynd Klimkov,Agender,36,56 Owen TrackApt. 284,9704,Port Zoe,Australian Capital Territory,Australia,,,,,,,,,,,No
356,Gerianne Burree,Female,23,5256 Hamish WaySuite 853,4296,West Jackfort,New South Wales,Australia,,,,,,,,,,,No
357,Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,151.0,24626.0,2021-08-08,2021-09-01,24.0,576.0000000000001,8.0,2021.0,31,Sun,Yes
358,Jermaine Goranov,Genderfluid,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,35.0,49665.0,2021-08-31,2021-09-07,7.0,168.0,8.0,2021.0,35,Tue,Yes
359,Augustin Brandenberg,Genderfluid,28,20 Skye RunApt. 868,5653,East Lauren,Victoria,Australia,984.0,10390.0,2021-09-23,2021-09-30,7.0,168.0,9.0,2021.0,38,Thu,Yes
360,Iain Fellnee,Male,68,476 Corwin ParkwayApt. 441,5743,Kingmouth,Northern Territory,Australia,883.0,43729.0,2021-02-27,2021-03-05,6.0,144.00000000000003,2.0,2021.0,8,Sat,Yes
361,Drucy Ham,Polygender,64,0967 Flatley HillApt. 866,5677,Port Williamborough,South Australia,Australia,,,,,,,,,,,No
362,Persis Linch,Genderqueer,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,960.0,32197.0,2021-09-19,2021-10-07,18.0,432.0,9.0,2021.0,37,Sun,Yes
363,Gay MacNeice,Female,47,421 Hamilton CrestSuite 211,8608,Lake William,Queensland,Australia,,,,,,,,,,,No
364,Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia,290.0,48707.0,2021-08-01,2021-08-16,15.0,360.0,8.0,2021.0,30,Sun,Yes
365,Tammie Gavrielli,Genderqueer,25,06 Eve RunApt. 689,4387,Jacobsshire,Tasmania,Australia,851.0,15504.0,2021-04-23,2021-05-02,9.0,216.0,4.0,2021.0,16,Fri,Yes
366,Geraldine Naulty,Agender,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,104.0,11454.0,2021-06-05,2021-06-23,18.0,432.0,6.0,2021.0,22,Sat,Yes
367,Hildagarde Dell 'Orto,Bigender,51,59 Henry PlaceSuite 781,514,Jasperside,South Australia,Australia,333.0,21091.0,2021-10-18,2021-11-09,22.0,528.0000000000001,10.0,2021.0,42,Mon,Yes
368,Mady Greenleaf,Genderfluid,61,8756 Tremblay RunSuite 034,2172,South Chelseaton,Australian Capital Territory,Australia,222.0,28754.0,2021-09-08,2021-10-05,27.0,648.0,9.0,2021.0,36,Wed,Yes
369,Ephrem Hambers,Female,46,6502 Abbey ParadeSuite 954,5569,New Stellastad,Australian Capital Territory,Australia,203.0,40129.0,2021-06-21,2021-07-11,20.0,480.0,6.0,2021.0,25,Mon,Yes
370,Hildegarde Bamlett,Agender,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,879.0,37561.0,2021-10-11,2021-10-20,9.0,216.0,10.0,2021.0,41,Mon,Yes
371,Etan Peirazzi,Genderqueer,63,8162 James TrackApt. 724,6128,West Jessica,Queensland,Australia,453.0,53761.0,2021-08-13,2021-08-22,9.0,216.0,8.0,2021.0,32,Fri,Yes
372,Griffy Wenger,Genderqueer,53,8649 Phillips KnollSuite 008,7209,East Sophia,South Australia,Australia,263.0,12599.0,2021-06-19,2021-07-08,19.0,456.0,6.0,2021.0,24,Sat,Yes
373,Annabella Jocic,Polygender,44,7319 O'neill JunctionSuite 661,8769,North Sienna,Australian Capital Territory,Australia,,,,,,,,,,,No
374,Sigfried Oglesbee,Agender,24,240 Harvey KnollSuite 362,3041,Heidiberg,New South Wales,Australia,,,,,,,,,,,No
375,Ninetta Phizakarley,Agender,77,716 Max IslandSuite 824,9232,Ernserland,Northern Territory,Australia,422.0,48025.0,2021-03-16,2021-03-26,10.0,240.0,3.0,2021.0,11,Tue,Yes
376,Korie Iglesiaz,Polygender,30,188 Hunter IslandSuite 990,789,Lake Annabelleport,South Australia,Australia,,,,,,,,,,,No
377,Alanson Colton,Female,72,51 Taylor CrestApt. 793,6676,Coleview,Queensland,Australia,,,,,,,,,,,No
378,Andy McPhillimey,Bigender,48,40 Rose CircuitSuite 567,7541,Abigailchester,New South Wales,Australia,,,,,,,,,,,No
379,Lilah Mabe,Non-binary,76,541 Lucy IslandSuite 157,7863,O'keefemouth,Queensland,Australia,,,,,,,,,,,No
380,Gratiana Theurer,Agender,65,047 Greenholt RidgeSuite 214,8267,Leomouth,Northern Territory,Australia,,,,,,,,,,,No
381,Tait Else,Polygender,20,391 Layla SquareApt. 381,6824,Port Darcy,Western Australia,Australia,,,,,,,,,,,No
382,Emanuele Deesly,Genderfluid,24,83 Jordan DriveApt. 011,6714,Rodriguezbury,Victoria,Australia,521.0,35247.0,2021-03-17,2021-03-31,14.0,336.0,3.0,2021.0,11,Wed,Yes
383,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia,444.0,33452.0,2021-03-07,2021-03-26,19.0,456.0,3.0,2021.0,9,Sun,Yes
384,Chiarra Vaneev,Genderfluid,37,25 Rodriguez RoadSuite 293,6522,Zacharybury,Queensland,Australia,,,,,,,,,,,No
385,Kelsey Bend,Female,55,15 Leffler ParadeApt. 793,7861,Blakeville,Queensland,Australia,,,,,,,,,,,No
386,Cleon Emmatt,Agender,29,50 Layla LoopSuite 081,3016,Hannahborough,Tasmania,Australia,,,,,,,,,,,No
387,Alameda Fincke,Male,43,6239 Kreiger HillApt. 899,2080,Matthewstad,Victoria,Australia,719.0,24377.0,2021-09-19,2021-09-24,5.0,120.0,9.0,2021.0,37,Sun,Yes
388,Dame Popov,Genderfluid,38,46 Spencer MeadowSuite 241,2940,New Mayaburgh,Northern Territory,Australia,65.0,22051.0,2021-06-26,2021-07-22,26.0,624.0,6.0,2021.0,25,Sat,Yes
389,Caroljean Elstob,Agender,41,5990 John View RdApt. 812,5989,Lake Lukeberg,South Australia,Australia,165.0,28345.0,2021-06-23,2021-07-20,27.0,648.0,6.0,2021.0,25,Wed,Yes
390,Bee Mazonowicz,Bigender,36,806 O'connell CrestApt. 665,7155,South Eveshire,Western Australia,Australia,309.0,26229.0,2021-01-07,2021-01-25,18.0,432.0,1.0,2021.0,1,Thu,Yes
391,Reed Churchlow,Male,75,4592 Isabella BoulevardApt. 793,7524,North Sophieland,Australian Capital Territory,Australia,74.0,39655.0,2021-02-23,2021-02-27,4.0,96.0,2.0,2021.0,8,Tue,Yes
392,Svend Griffey,Agender,26,992 Henry Station StApt. 041,6749,Gloverbury,Australian Capital Territory,Australia,,,,,,,,,,,No
393,Anni Heinsius,Genderfluid,34,5158 Levi HillSuite 531,1474,Johnsburgh,Queensland,Australia,,,,,,,,,,,No
394,Eba Bauser,Bigender,26,984 Boyer KnollApt. 699,2204,Audreyport,Tasmania,Australia,724.0,14883.0,2021-03-04,2021-03-28,24.0,576.0000000000001,3.0,2021.0,9,Thu,Yes
395,Mordecai Westberg,Non-binary,70,8469 Tahlia PassSuite 409,3499,Lake Oscar,Northern Territory,Australia,,,,,,,,,,,No
396,Sunny Bisgrove,Agender,32,111 Kayla CircuitSuite 545,6248,Finnburgh,Queensland,Australia,,,,,,,,,,,No
397,Collie Jakel,Female,50,40 Mitchell CrestSuite 035,6891,Isabellaton,Australian Capital Territory,Australia,929.0,19614.0,2021-01-31,2021-02-06,6.0,144.00000000000003,1.0,2021.0,4,Sun,Yes
398,Damiano Leyborne,Non-binary,50,6166 Durgan WayApt. 693,5497,Gabrielville,Western Australia,Australia,624.0,20149.0,2021-03-19,2021-04-08,20.0,480.0,3.0,2021.0,11,Fri,Yes
399,Ailene McKeller,Agender,46,9444 Casper RidgeApt. 537,8209,South Logan,Western Australia,Australia,51.0,18423.0,2021-02-19,2021-02-26,7.0,168.0,2.0,2021.0,7,Fri,Yes
400,Bernarr Pote,Polygender,62,3565 William RidgeApt. 638,1097,Hesselside,Tasmania,Australia,,,,,,,,,,,No
401,Waylen Swallwell,Non-binary,73,254 Layla AvenueSuite 506,613,Sarahstad,Western Australia,Australia,187.0,15167.0,2021-01-10,2021-01-19,9.0,216.0,1.0,2021.0,1,Sun,Yes
402,Zak Titterton,Non-binary,22,017 Maddison KnollSuite 875,1712,West Cooper,Tasmania,Australia,587.0,44323.0,2021-09-08,2021-09-11,3.0,72.00000000000001,9.0,2021.0,36,Wed,Yes
403,Kimberli Canavan,Polygender,78,902 Rees CircleSuite 205,1038,Port Abby,Western Australia,Australia,,,,,,,,,,,No
404,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,408.0,39757.0,2021-01-30,2021-02-15,16.0,384.0,1.0,2021.0,4,Sat,Yes
405,Alfonse Shills,Male,78,41 Noah TerraceSuite 130,5174,North Nathan,New South Wales,Australia,,,,,,,,,,,No
406,Paige Uebel,Agender,59,07 Zac ParadeApt. 031,6987,Clarkville,Victoria,Australia,227.0,36809.0,2021-10-23,2021-11-19,27.0,648.0,10.0,2021.0,42,Sat,Yes
407,Murdock Bulfit,Male,41,5233 Lara AvenueSuite 291,8697,Hartmannshire,Queensland,Australia,998.0,53308.0,2021-05-05,2021-05-21,16.0,384.0,5.0,2021.0,18,Wed,Yes
408,Alis MacCulloch,Genderfluid,66,8142 Jackson ParkwaySuite 475,5079,Lake Haydenton,Australian Capital Territory,Australia,899.0,32250.0,2021-08-04,2021-08-14,10.0,240.0,8.0,2021.0,31,Wed,Yes
409,Alphonse Galego,Male,75,553 Alexander TrailSuite 694,134,New Chase,Australian Capital Territory,Australia,339.0,15556.0,2021-04-06,2021-04-13,7.0,168.0,4.0,2021.0,14,Tue,Yes
410,Harman Finding,Polygender,64,77 Graham AvenueSuite 070,7356,Boyerville,Victoria,Australia,,,,,,,,,,,No
411,Theobald Klazenga,Genderqueer,52,579 Olivia PassSuite 805,226,Connellyberg,Tasmania,Australia,,,,,,,,,,,No
412,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia,34.0,36244.0,2021-05-23,2021-05-30,7.0,168.0,5.0,2021.0,20,Sun,Yes
413,Alexis Maps,Bigender,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,95.0,52416.0,2021-01-25,2021-02-05,11.0,264.00000000000006,1.0,2021.0,4,Mon,Yes
414,Ansel Chittem,Polygender,51,22 Eve CrescentApt. 357,7365,North Ivy,Queensland,Australia,331.0,38796.0,2021-03-18,2021-03-23,5.0,120.0,3.0,2021.0,11,Thu,Yes
415,Ashley Gant,Polygender,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,96.0,12119.0,2021-06-20,2021-06-30,10.0,240.0,6.0,2021.0,24,Sun,Yes
416,Leonore Yakunikov,Agender,21,59 Gibson MeadowApt. 565,4767,Langworthville,New South Wales,Australia,774.0,31076.0,2021-06-23,2021-07-13,20.0,480.0,6.0,2021.0,25,Wed,Yes
417,Bay Kraut,Non-binary,57,688 Campbell RoadSuite 011,7035,Fadelland,Tasmania,Australia,654.0,40412.0,2021-08-18,2021-08-30,12.0,288.00000000000006,8.0,2021.0,33,Wed,Yes
418,Luelle Fernanando,Agender,57,855 Beahan IslandSuite 560,2775,North Sebastianberg,Australian Capital Territory,Australia,794.0,55757.0,2021-04-18,2021-05-08,20.0,480.0,4.0,2021.0,15,Sun,Yes
419,Chaddie Fawlkes,Male,58,31 Towne SummitSuite 671,3887,West Mackenzie,Queensland,Australia,433.0,32215.0,2021-08-18,2021-09-02,15.0,360.0,8.0,2021.0,33,Wed,Yes
420,Yehudit Coote,Genderfluid,44,10 Harry MewsSuite 632,5547,Jonesville,Tasmania,Australia,,,,,,,,,,,No
421,Kellyann Stening,Genderfluid,62,35 Robinson Station StSuite 547,5382,North Baileyside,Australian Capital Territory,Australia,190.0,28420.0,2021-02-01,2021-02-17,16.0,384.0,2.0,2021.0,5,Mon,Yes
422,Farah Schukert,Agender,34,58 Heaney SquareApt. 870,1342,Feeneymouth,Queensland,Australia,769.0,32501.0,2021-09-10,2021-10-04,24.0,576.0000000000001,9.0,2021.0,36,Fri,Yes
423,Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia,282.0,41504.0,2021-03-30,2021-04-18,19.0,456.0,3.0,2021.0,13,Tue,Yes
424,Katherine Sewter,Non-binary,80,03 Grant CrestSuite 228,5743,Lake Charliemouth,Western Australia,Australia,,,,,,,,,,,No
425,Saleem Isac,Genderfluid,38,013 Fahey Station StSuite 125,8487,New Loganside,Northern Territory,Australia,,,,,,,,,,,No
426,Augusto Ackrill,Bigender,40,89 Charles GroveApt. 955,6184,South Sophieview,Victoria,Australia,293.0,32389.0,2021-08-05,2021-08-13,8.0,192.0,8.0,2021.0,31,Thu,Yes
427,Tomaso Mullin,Genderqueer,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,412.0,25520.0,2021-09-23,2021-10-13,20.0,480.0,9.0,2021.0,38,Thu,Yes
428,Jammal Varcoe,Polygender,66,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,129.0,42185.0,2021-05-24,2021-05-27,3.0,72.00000000000001,5.0,2021.0,21,Mon,Yes
429,Lucille Carwithim,Genderqueer,48,1796 Hamish MeadowSuite 478,675,East Lincoln,Tasmania,Australia,,,,,,,,,,,No
430,Khalil Duffil,Female,56,4112 Lincoln BoulevardApt. 887,8212,Ivyfurt,New South Wales,Australia,,,,,,,,,,,No
431,Ronni Gruszczak,Agender,41,535 Angelina CourtSuite 875,8422,Jademouth,Victoria,Australia,162.0,20238.0,2021-04-25,2021-05-05,10.0,240.0,4.0,2021.0,16,Sun,Yes
432,Ettie Gonnely,Bigender,34,6172 Andrew AvenueApt. 194,7029,North Cody,Victoria,Australia,939.0,24169.0,2021-04-02,2021-04-21,19.0,456.0,4.0,2021.0,13,Fri,Yes
433,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,4.0,39782.0,2021-05-06,2021-05-19,13.0,312.0,5.0,2021.0,18,Thu,Yes
434,Marci Borrett,Agender,20,53 Lucy CrescentSuite 222,4176,West Amber,Western Australia,Australia,574.0,44975.0,2021-06-21,2021-07-03,12.0,288.00000000000006,6.0,2021.0,25,Mon,Yes
435,Aldridge Tesh,Agender,41,1649 Owen JunctionApt. 523,5868,South Tobyton,South Australia,Australia,173.0,30001.0,2021-06-06,2021-07-01,25.0,600.0,6.0,2021.0,22,Sun,Yes
436,Meredith Canniffe,Polygender,41,120 Eli PlazaApt. 906,7809,Port Siennaport,South Australia,Australia,784.0,45143.0,2021-03-14,2021-04-04,21.0,504.0,3.0,2021.0,10,Sun,Yes
437,Fifine Baron,Genderfluid,23,70 Jerde GroveSuite 902,8456,Natefort,Australian Capital Territory,Australia,,,,,,,,,,,No
438,Atlante Cure,Bigender,80,569 Alyssa IslandApt. 766,6893,Hunterland,Western Australia,Australia,,,,,,,,,,,No
439,Daren Airs,Female,75,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,130.0,12827.0,2021-06-20,2021-07-15,25.0,600.0,6.0,2021.0,24,Sun,Yes
440,Terri Ivanaev,Polygender,64,78 Bella CrestSuite 010,5404,Andrewmouth,Queensland,Australia,,,,,,,,,,,No
441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5.0,14719.0,2021-03-23,2021-03-24,1.0,24.0,3.0,2021.0,12,Tue,Yes
442,Hobie Anfusso,Polygender,26,5157 Feil RoadApt. 633,7249,Port Chloe,New South Wales,Australia,565.0,34458.0,2021-02-25,2021-03-15,18.0,432.0,2.0,2021.0,8,Thu,Yes
443,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,27.0,35513.0,2021-05-16,2021-05-28,12.0,288.00000000000006,5.0,2021.0,19,Sun,Yes
444,Sara Gelder,Polygender,79,361 Davies CrestSuite 392,6837,Port Andrewton,Western Australia,Australia,,,,,,,,,,,No
445,Margret Yeabsley,Polygender,44,543 Nader CrestSuite 019,1927,Macdonaldchester,Victoria,Australia,746.0,24804.0,2021-06-19,2021-06-27,8.0,192.0,6.0,2021.0,24,Sat,Yes
446,Benny Songist,Non-binary,47,165 Hermiston LoopSuite 403,1552,North Lukeshire,Tasmania,Australia,397.0,33872.0,2021-02-03,2021-02-22,19.0,456.0,2.0,2021.0,5,Wed,Yes
447,Shena Solomonides,Bigender,68,82 O'hara LoopSuite 558,8664,Zacshire,New South Wales,Australia,726.0,28356.0,2021-09-15,2021-10-05,20.0,480.0,9.0,2021.0,37,Wed,Yes
448,Ashely Inmett,Genderqueer,61,625 Anthony MewsApt. 730,3895,Liamton,Queensland,Australia,89.0,29268.0,2021-10-22,2021-11-16,25.0,600.0,10.0,2021.0,42,Fri,Yes
449,Cherey Instone,Male,74,622 Mckenzie TrailApt. 563,3041,Port Lucyport,Northern Territory,Australia,,,,,,,,,,,No
450,Devonne Martinetto,Genderfluid,59,655 Max TrailSuite 049,5146,West Lucy,New South Wales,Australia,456.0,53893.0,2021-06-28,2021-07-20,22.0,528.0000000000001,6.0,2021.0,26,Mon,Yes
451,Mallory Dillinton,Polygender,21,927 Wood SquareSuite 884,9491,Feilton,Australian Capital Territory,Australia,,,,,,,,,,,No
452,Toddie Snow,Genderqueer,27,19 Young IslandSuite 543,3680,Scottview,New South Wales,Australia,478.0,17279.0,2021-10-15,2021-10-23,8.0,192.0,10.0,2021.0,41,Fri,Yes
453,Guthry Ure,Polygender,35,400 Beau PlaceSuite 439,2891,Kreigerberg,Tasmania,Australia,737.0,30264.0,2021-05-26,2021-05-30,4.0,96.0,5.0,2021.0,21,Wed,Yes
454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50.0,50310.0,2021-09-16,2021-09-18,2.0,48.0,9.0,2021.0,37,Thu,Yes
455,Wash Kyneton,Non-binary,60,539 Towne CrescentSuite 935,8038,Lake Sienna,Northern Territory,Australia,946.0,33414.0,2021-04-20,2021-05-13,23.0,552.0000000000001,4.0,2021.0,16,Tue,Yes
456,Joelynn Remington,Agender,33,94 Archie CourtSuite 659,2010,West Lachlan,Queensland,Australia,105.0,46013.0,2021-06-25,2021-07-14,19.0,456.0,6.0,2021.0,25,Fri,Yes
457,North Diamond,Male,27,85 Mitchell StreetSuite 398,1849,Charlotteborough,Victoria,Australia,248.0,29329.0,2021-01-15,2021-01-20,5.0,120.0,1.0,2021.0,2,Fri,Yes
458,Romy Cuberley,Genderqueer,42,06 Toby KnollApt. 679,1086,Mayaview,Queensland,Australia,386.0,34948.0,2021-02-14,2021-03-03,17.0,408.0,2.0,2021.0,6,Sun,Yes
459,Maybelle Houchen,Non-binary,62,966 Levi ParkwayApt. 339,4975,Farrellmouth,New South Wales,Australia,,,,,,,,,,,No
460,Frederich Duigenan,Genderfluid,31,85 Cooper CrescentApt. 819,3847,Ellashire,Victoria,Australia,631.0,30101.0,2021-04-14,2021-05-08,24.0,576.0000000000001,4.0,2021.0,15,Wed,Yes
461,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,182.0,33720.0,2021-02-22,2021-03-04,10.0,240.0,2.0,2021.0,8,Mon,Yes
462,Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,150.0,34428.0,2021-06-22,2021-06-27,5.0,120.0,6.0,2021.0,25,Tue,Yes
